datetime,theoretical_energy_mwh,actual_energy_mwh,total_loss_mwh
2024-10-01 08:30:00,1.178507337494502,0.96,0.21850733749450213
2024-10-01 08:45:00,2.181219414925911,1.94,0.24121941492591104
2024-10-01 09:00:00,3.343035528154084,3.112,0.2310355281540839
2024-10-01 09:15:00,4.521341298755846,4.324,0.1973412987558465
2024-10-01 09:30:00,5.846377740140821,5.616,0.23037774014082135
2024-10-01 09:45:00,7.058014599482219,6.8,0.2580145994822196
2024-10-01 10:00:00,8.204198016060722,7.876,0.3281980160607221
2024-10-01 10:15:00,9.367124434879848,8.952,0.4151244348798482
2024-10-01 10:30:00,9.974181773615818,9.044,0.9301817736158178
2024-10-01 10:45:00,10.127290147723574,9.044,1.0832901477235737
2024-10-01 11:00:00,10.186006570164162,9.044,1.1420065701641615
2024-10-01 11:15:00,10.18068290578908,9.044,1.1366829057890797
2024-10-01 11:30:00,9.857137823617586,9.044,0.8131378236175859
2024-10-01 11:45:00,9.84575157558795,9.044,0.8017515755879501
2024-10-01 12:00:00,9.82426238546566,9.044,0.7802623854656598
2024-10-01 12:15:00,9.748853000841642,9.044,0.7048530008416414
2024-10-01 12:30:00,9.634493663746824,9.044,0.5904936637468232
2024-10-01 12:45:00,9.414317721412296,9.044,0.37031772141229524
2024-10-01 13:00:00,9.556558096586768,9.044,0.5125580965867673
2024-10-01 13:15:00,9.509126365184784,9.044,0.46512636518478345
2024-10-01 13:30:00,9.409466902414957,9.044,0.3654669024149566
2024-10-01 13:45:00,9.391165806696964,9.044,0.34716580669696384
2024-10-01 14:00:00,9.42722169212673,9.044,0.38322169212672996
2024-10-01 14:15:00,9.407300821940105,9.044,0.36330082194010416
2024-10-01 14:30:00,9.437749609351158,9.044,0.39374960935115766
2024-10-01 14:45:00,9.611111296228616,9.044,0.5671112962286156
2024-10-01 15:00:00,9.73446093520073,9.044,0.6904609352007292
2024-10-01 15:15:00,10.22862473162976,9.044,1.184624731629759
2024-10-01 15:30:00,9.085151765860763,9.044,0.041151765860762524
2024-10-01 15:45:00,8.116802314917246,7.412,0.704802314917246
2024-10-01 16:00:00,9.586834116679865,9.044,0.5428341166798649
2024-10-01 16:15:00,9.929914118229657,9.044,0.8859141182296568
2024-10-01 16:30:00,7.316696895493402,7.76,0.0
2024-10-01 16:45:00,8.23661258816719,7.912,0.32461258816719063
2024-10-01 17:00:00,2.815238550111845,2.896,0.0
2024-10-01 17:15:00,2.5741301367157385,2.812,0.0
2024-10-01 17:30:00,2.221996619783599,2.536,0.0
2024-10-01 17:45:00,2.862814849073237,2.864,0.0
2024-10-01 18:00:00,3.6250174870857825,3.336,0.2890174870857827
2024-10-01 18:15:00,2.386186855680802,2.276,0.11018685568080233
2024-10-01 18:30:00,1.9801517937864577,2.016,0.0
2024-10-01 18:45:00,1.2992272097853166,1.156,0.14322720978531667
2024-10-01 19:00:00,0.7642720520496369,0.7,0.06427205204963693
2024-10-01 19:15:00,0.726378322015574,0.62,0.10637832201557396
2024-10-02 08:30:00,1.2465761337481753,0.976,0.27057613374817535
2024-10-02 08:45:00,2.309654856029945,1.88,0.4296548560299449
2024-10-02 09:00:00,3.6961324377493425,3.328,0.3681324377493427
2024-10-02 09:15:00,5.249714500602635,4.952,0.29771450060263493
2024-10-02 09:30:00,6.96042732710249,6.48,0.4804273271024897
2024-10-02 09:45:00,3.119043332559091,3.136,0.0
2024-10-02 10:00:00,8.05682292545543,7.384,0.6728229254554297
2024-10-02 10:15:00,8.776950880885124,8.3,0.4769508808851235
2024-10-02 10:30:00,5.916041620990686,7.48,0.0
2024-10-02 10:45:00,5.816218610793825,6.196,0.0
2024-10-02 11:00:00,10.644355606614498,9.044,1.6003556066144977
2024-10-02 11:15:00,5.707103486331004,7.636,0.0
2024-10-02 11:30:00,6.87681299032167,5.436,1.4408129903216702
2024-10-02 11:45:00,10.70462349482945,9.044,1.6606234948294496
2024-10-02 12:00:00,10.20958885550499,9.044,1.1655888555049891
2024-10-02 12:15:00,10.002873984250158,9.044,0.9588739842501575
2024-10-02 12:30:00,9.826742963970831,9.044,0.782742963970831
2024-10-02 12:45:00,9.656241865719066,9.044,0.6122418657190654
2024-10-02 13:00:00,9.360350278218588,9.044,0.31635027821858763
2024-10-02 13:15:00,9.239285966624385,9.044,0.19528596662438424
2024-10-02 13:30:00,9.435841845369888,9.044,0.3918418453698873
2024-10-02 13:45:00,9.410030805147612,9.044,0.3660308051476111
2024-10-02 14:00:00,9.298644306895497,9.044,0.25464430689549644
2024-10-02 14:15:00,9.339676391246707,9.044,0.2956763912467064
2024-10-02 14:30:00,9.289749617325633,9.044,0.24574961732563239
2024-10-02 14:45:00,9.405761983021197,9.044,0.36176198302119644
2024-10-02 15:00:00,9.469464702370725,9.044,0.425464702370725
2024-10-02 15:15:00,9.830110549926758,9.044,0.7861105499267573
2024-10-02 15:30:00,10.36069033773322,9.044,1.3166903377332186
2024-10-02 15:45:00,7.58868816997228,7.612,0.0
2024-10-02 16:00:00,4.284988326496548,4.392,0.0
2024-10-02 16:15:00,3.93072091527732,4.02,0.0
2024-10-02 16:30:00,8.597949359291478,8.764,0.0
2024-10-02 16:45:00,6.341966016669023,6.26,0.08196601666902303
2024-10-02 17:00:00,5.014970141908397,5.392,0.0
2024-10-02 17:15:00,3.128540799352858,3.312,0.0
2024-10-02 17:30:00,2.644558328390121,2.76,0.0
2024-10-02 17:45:00,3.8099150787229124,3.784,0.025915078722912543
2024-10-02 18:00:00,2.746079103700046,2.768,0.0
2024-10-02 18:15:00,2.525639612596114,2.568,0.0
2024-10-02 18:30:00,1.2385872882955216,1.348,0.0
2024-10-02 18:45:00,0.9218922134103446,1.032,0.0
2024-10-02 19:00:00,0.6681454831903632,0.712,0.0
2024-10-03 08:30:00,1.4556866833861446,1.084,0.3716866833861445
2024-10-03 08:45:00,2.7867802625352684,2.308,0.4787802625352686
2024-10-03 09:00:00,3.265851489428816,2.796,0.4698514894288164
2024-10-03 09:15:00,3.287553936877149,2.788,0.49955393687714933
2024-10-03 09:30:00,4.844761193426032,4.416,0.42876119342603136
2024-10-03 09:45:00,5.858300391063895,5.54,0.31830039106389485
2024-10-03 10:00:00,9.034004748707087,8.552,0.4820047487070873
2024-10-03 10:15:00,9.97713601248605,9.044,0.9331360124860488
2024-10-03 10:30:00,10.505738815894494,9.044,1.4617388158944937
2024-10-03 10:45:00,10.348070091671412,9.044,1.3040700916714112
2024-10-03 11:00:00,10.351291001561176,9.044,1.3072910015611754
2024-10-03 11:15:00,10.393013954162598,9.044,1.3490139541625972
2024-10-03 11:30:00,8.537502925689907,7.808,0.729502925689907
2024-10-03 11:45:00,10.08959944836505,9.044,1.0455994483650493
2024-10-03 12:00:00,9.882988636310284,9.044,0.8389886363102832
2024-10-03 12:15:00,9.81967566306131,9.044,0.7756756630613086
2024-10-03 12:30:00,9.762466257268732,9.044,0.7184662572687319
2024-10-03 12:45:00,9.668853441874186,9.044,0.6248534418741851
2024-10-03 13:00:00,9.525256208011083,9.044,0.48125620801108226
2024-10-03 13:15:00,9.48996673930775,9.044,0.44596673930774955
2024-10-03 13:30:00,9.454145476931618,9.044,0.41014547693161774
2024-10-03 13:45:00,9.402910958475141,9.044,0.3589109584751409
2024-10-03 14:00:00,9.354450405507848,9.044,0.3104504055078472
2024-10-03 14:15:00,9.425227002894625,9.044,0.3812270028946241
2024-10-03 14:30:00,9.525271123769333,9.044,0.4812711237693321
2024-10-03 14:45:00,9.558631896972658,9.044,0.5146318969726575
2024-10-03 15:00:00,9.816360659069485,9.044,0.7723606590694843
2024-10-03 15:15:00,9.782008460589818,9.044,0.7380084605898176
2024-10-03 15:30:00,9.885623023623513,9.044,0.8416230236235123
2024-10-03 15:45:00,10.031558950742086,9.044,0.9875589507420859
2024-10-03 16:00:00,10.107886332731981,9.044,1.0638863327319807
2024-10-03 16:15:00,10.170169345668105,9.044,1.1261693456681048
2024-10-03 16:30:00,10.04964878294203,9.044,1.0056487829420302
2024-10-03 16:45:00,9.379075516825138,9.044,0.33507551682513714
2024-10-03 17:00:00,9.371122875432858,8.8,0.5711228754328577
2024-10-03 17:15:00,7.906403947122319,6.948,0.9584039471223189
2024-10-03 17:30:00,5.118862230330706,4.512,0.6068622303307061
2024-10-03 17:45:00,3.59623021364212,3.172,0.42423021364211966
2024-10-03 18:00:00,2.6400773237491477,2.4,0.2400773237491478
2024-10-03 18:15:00,2.451952763060306,2.168,0.2839527630603058
2024-10-03 18:30:00,2.370712810947049,1.92,0.4507128109470493
2024-10-03 18:45:00,1.9729601320467498,1.604,0.3689601320467497
2024-10-03 19:00:00,0.5965420787151043,0.5,0.09654207871510434
2024-10-04 08:30:00,1.210993711836636,0.896,0.31499371183663605
2024-10-04 08:45:00,2.175896126832535,1.776,0.39989612683253495
2024-10-04 09:00:00,3.3393273285457066,2.932,0.40732732854570664
2024-10-04 09:15:00,4.552649557590485,4.156,0.3966495575904849
2024-10-04 09:30:00,5.832014579039353,5.396,0.4360145790393535
2024-10-04 09:45:00,7.083869559948261,6.704,0.3798695599482613
2024-10-04 10:00:00,8.158495957734155,7.912,0.24649595773415545
2024-10-04 10:15:00,9.341381814744738,8.936,0.40538181474473767
2024-10-04 10:30:00,10.02770683377288,9.044,0.9837068337728798
2024-10-04 10:45:00,10.071927206856865,9.044,1.0279272068568641
2024-10-04 11:00:00,10.060872483760752,9.044,1.0168724837607517
2024-10-04 11:15:00,10.063743114471436,9.044,1.019743114471435
2024-10-04 11:30:00,10.039226774735884,9.044,0.9952267747358832
2024-10-04 11:45:00,9.944323024234258,9.044,0.9003230242342575
2024-10-04 12:00:00,9.853991150856018,9.044,0.8099911508560176
2024-10-04 12:15:00,9.751422770818074,9.044,0.7074227708180736
2024-10-04 12:30:00,9.649333144679215,9.044,0.6053331446792143
2024-10-04 12:45:00,9.56141033437517,9.044,0.5174103343751693
2024-10-04 13:00:00,9.476132033527762,9.044,0.4321320335277612
2024-10-04 13:15:00,9.452122588952383,9.044,0.4081225889523825
2024-10-04 13:30:00,9.402596528979315,9.044,0.35859652897931404
2024-10-04 13:45:00,9.378161799112956,9.044,0.3341617991129553
2024-10-04 14:00:00,9.351129952963296,9.044,0.3071299529632956
2024-10-04 14:15:00,9.433216893395713,9.044,0.3892168933957123
2024-10-04 14:30:00,9.607558006464048,9.044,0.5635580064640475
2024-10-04 14:45:00,8.425628249843916,7.308,1.117628249843916
2024-10-04 15:00:00,9.658500219646253,9.044,0.6145002196462528
2024-10-04 15:15:00,10.082731773455938,9.044,1.0387317734559378
2024-10-04 15:30:00,9.407775247798247,8.092,1.3157752477982463
2024-10-04 15:45:00,6.563646868655556,5.352,1.2116468686555555
2024-10-04 16:00:00,4.826317192433954,3.588,1.2383171924339536
2024-10-04 16:15:00,2.0443456873061163,2.196,0.0
2024-10-04 16:30:00,1.9525723900113787,2.212,0.0
2024-10-04 16:45:00,3.883071045332317,2.928,0.9550710453323172
2024-10-04 17:00:00,3.780862700107486,2.956,0.8248627001074862
2024-10-04 17:15:00,3.365761559117924,3.116,0.24976155911792386
2024-10-04 17:30:00,4.674031047110862,4.172,0.5020310471108624
2024-10-04 17:45:00,4.044167401916102,3.824,0.22016740191610218
2024-10-04 18:00:00,2.1257786018302642,2.092,0.033778601830264154
2024-10-04 18:15:00,1.2825556892744252,1.368,0.0
2024-10-04 18:30:00,1.1497376186903132,1.176,0.0
2024-10-04 18:45:00,1.17321045185203,1.236,0.0
2024-10-04 19:00:00,1.0598948001861572,0.972,0.08789480018615725
2024-10-05 08:30:00,1.139795717384134,0.84,0.299795717384134
2024-10-05 08:45:00,1.9830242576021138,1.692,0.2910242576021138
2024-10-05 09:00:00,2.887677788734436,2.612,0.27567778873443594
2024-10-05 09:15:00,4.202468391967146,3.972,0.2304683919671464
2024-10-05 09:30:00,5.501724521797824,5.196,0.30572452179782417
2024-10-05 09:45:00,6.182028636503755,5.968,0.21402863650375537
2024-10-05 10:00:00,5.619929622817826,5.524,0.09592962281782569
2024-10-05 10:15:00,6.86499121454027,6.62,0.24499121454026973
2024-10-05 10:30:00,8.631870940491394,8.336,0.29587094049139395
2024-10-05 10:45:00,9.221510803306495,9.044,0.17751080330649494
2024-10-05 11:00:00,9.335179916647977,9.044,0.2911799166479767
2024-10-05 11:15:00,9.34858005311754,9.044,0.3045800531175402
2024-10-05 11:30:00,9.14455334683682,9.044,0.10055334683682027
2024-10-05 11:45:00,9.773178521976915,9.044,0.7291785219769142
2024-10-05 12:00:00,9.16543400541265,9.044,0.12143400541264882
2024-10-05 12:15:00,9.539465336317427,9.044,0.4954653363174266
2024-10-05 12:30:00,9.420375773781224,9.044,0.37637577378122344
2024-10-05 12:45:00,9.231409257108515,9.044,0.18740925710851464
2024-10-05 13:00:00,9.337854209987597,9.044,0.2938542099875967
2024-10-05 13:15:00,9.08912320387991,9.044,0.04512320387990876
2024-10-05 13:30:00,9.156329904283796,9.044,0.1123299042837953
2024-10-05 13:45:00,9.151035603056563,9.044,0.10703560305656268
2024-10-05 14:00:00,9.161656446235124,9.044,0.11765644623512372
2024-10-05 14:15:00,9.03020683578823,9.044,0.0
2024-10-05 14:30:00,9.123298604437645,9.044,0.07929860443764447
2024-10-05 14:45:00,9.066767543554304,9.044,0.02276754355430377
2024-10-05 15:00:00,9.120773218990712,9.044,0.0767732189907111
2024-10-05 15:15:00,9.157962578993578,9.044,0.11396257899357742
2024-10-05 15:30:00,9.095436897683651,9.044,0.051436897683650784
2024-10-05 15:45:00,9.425724326239692,9.044,0.38172432623969144
2024-10-05 16:00:00,9.384096245433009,9.044,0.3400962454330081
2024-10-05 16:15:00,9.380413558456924,9.044,0.33641355845692367
2024-10-05 16:30:00,9.26953104490875,9.044,0.22553104490874887
2024-10-05 16:45:00,9.13896823922793,9.044,0.09496823922792963
2024-10-05 17:00:00,8.624107544680676,8.072,0.5521075446806769
2024-10-05 17:15:00,8.02775642146235,7.584,0.44375642146234995
2024-10-05 17:30:00,7.046743800563197,6.556,0.4907438005631972
2024-10-05 17:45:00,6.01914091264048,5.496,0.5231409126404793
2024-10-05 18:00:00,4.841396042998408,4.316,0.5253960429984081
2024-10-05 18:15:00,3.737190235744823,3.232,0.5051902357448226
2024-10-05 18:30:00,2.740526376232024,2.192,0.548526376232024
2024-10-05 18:45:00,1.7996457871049643,1.348,0.45164578710496417
2024-10-05 19:00:00,1.0046028208274107,0.672,0.33260282082741066
2024-10-06 08:30:00,0.961545422883101,0.816,0.14554542288310102
2024-10-06 08:45:00,1.8020419521608215,1.604,0.19804195216082143
2024-10-06 09:00:00,3.035916290785137,2.836,0.19991629078513729
2024-10-06 09:15:00,4.458340586048283,4.064,0.39434058604828337
2024-10-06 09:30:00,5.621848297119141,5.256,0.3658482971191406
2024-10-06 09:45:00,6.44294163824498,6.124,0.3189416382449801
2024-10-06 10:00:00,7.907352870023703,7.556,0.3513528700237032
2024-10-06 10:15:00,9.04638299487886,8.464,0.5823829948788593
2024-10-06 10:30:00,9.423212819350393,8.556,0.8672128193503941
2024-10-06 10:45:00,9.982449649425035,9.044,0.938449649425035
