datetime,cloud_loss,temperature_loss,soiling_loss,shading_loss,system_loss,spectral_loss,degradation_loss,reflection_loss,curtailment_loss,other_loss
2024-10-01 08:30:00,0.07837588810083998,0.05998858384601573,2.3302488177952484e-06,0.04997668908301717,0.0,0.00521737496155953,1.5876091653452648e-05,0.0030794209348418513,0.0,0.021851174227756648
2024-10-01 08:45:00,0.053558316250805475,0.08306838819926306,2.9275312308587854e-06,0.06912655498162945,0.0,0.0071521821659658365,2.2471024534135752e-05,0.0041660798995016655,0.0,0.02412249487298057
2024-10-01 09:00:00,0.08455183651702908,0.06425066706331924,2.446940432218075e-06,0.053711785330849644,0.0,0.005388966215411503,2.3243806862198028e-05,2.5669286814346064e-06,0.0,0.023104015351498586
2024-10-01 09:15:00,0.0,0.08856906862086149,0.008255235099096493,0.07350449866664252,0.0,0.007221077605315803,5.208175777575752e-05,4.460077034356901e-06,0.0,0.01973487692912007
2024-10-01 09:30:00,0.0,0.10810729116152691,4.096097751278096e-06,0.09004633028442027,0.0,0.009111778373319081,6.649446825061145e-05,3.2014712787358353e-06,0.0,0.023038548284274457
2024-10-01 09:45:00,0.0,0.12114213373757544,4.136462691895057e-06,0.10095661612098464,0.0,0.010046135919079631,6.2947844280123e-05,3.875491583542481e-07,0.0,0.025802241848449536
2024-10-01 10:00:00,1.980995107053992e-06,0.1550870493779884,4.112535397429181e-06,0.12908805090154057,0.0,0.011117942408960056,7.592485770967267e-05,2.376000607037627e-06,0.0,0.032820578983411786
2024-10-01 10:15:00,2.0020738364630507e-06,0.19499957671487358,0.004479988788383737,0.16170692268979567,0.0,0.012353816118142314,6.649807544484144e-05,2.40128238269329e-06,0.0,0.04151322913698885
2024-10-01 10:30:00,2.050324550258938e-06,0.4494811792541074,4.256462955982522e-06,0.37438798466605094,0.0,0.013213127549647558,6.82205276879986e-05,5.972885802605563e-06,0.0,0.09301898194501512
2024-10-01 10:45:00,5.163460886724867e-06,0.5223359293055211,0.004570387892326158,0.43478501342676634,0.0,0.01317894204552192,7.777957814094477e-05,7.116931237005047e-06,0.0,0.10832981508317352
