datetime,cloud_loss,temperature_loss,soiling_loss,shading_loss,system_loss,spectral_loss,degradation_loss,reflection_loss,curtailment_loss,other_loss
2024-10-01 08:30:00,0.07830382647155222,0.060092505065852654,2.333203462921904e-06,0.049944450864224346,0.0,0.005220009227619466,1.5907355243093794e-05,0.0030771311098110867,0.0,0.021851174196736323
2024-10-01 08:45:00,0.05415972971436212,0.08271542892375897,2.9195696680544024e-06,0.06892813391051193,0.0,0.007127047009357282,2.2425607035285827e-05,0.004141237560863304,0.0,0.024122492630354098
2024-10-01 09:00:00,0.0844920600009115,0.0643654641349567,2.4493569195727776e-06,0.05363501413073009,0.0,0.005410674016150275,2.3283057859917304e-05,2.5682671517272045e-06,0.0,0.02310401518940411
2024-10-01 09:15:00,0.0,0.0884613536816468,0.008281648009114576,0.07359870018429493,0.0,0.007208041699008118,5.2210045807912744e-05,4.4678912071662175e-06,0.0,0.01973487724476697
2024-10-01 09:30:00,0.0,0.10802972522613907,4.0987249009726254e-06,0.09012695139145756,0.0,0.009108239679815312,6.697534016914904e-05,3.2020330811042245e-06,0.0,0.02303854774525821
2024-10-01 09:45:00,0.0,0.12122319267073162,4.145240445673549e-06,0.10086712233446815,0.0,0.0100543893602198,6.311922530285567e-05,3.8819074528690376e-07,0.0,0.025802242460306213
2024-10-01 10:00:00,1.9055853960378863e-06,0.15503622207607648,4.11760573917694e-06,0.12915776451632469,0.0,0.01109927488575024,7.577466764314057e-05,2.3778223397102517e-06,0.0,0.032820578901452624
2024-10-01 10:15:00,1.9260260646917e-06,0.19496302780945068,0.0044758132936601625,0.16174646632044626,0.0,0.012354928985121165,6.663999535631444e-05,2.403328558778005e-06,0.0,0.041513229121190154
2024-10-01 10:30:00,1.9726382017264522e-06,0.4494987018019987,4.262494033401496e-06,0.37440125209776304,0.0,0.013182277479310828,6.834653286189159e-05,5.978563596821918e-06,0.0,0.09301898200805137
2024-10-01 10:45:00,4.969647622052429e-06,0.5223460081886868,0.0045766334488672065,0.43477272691385327,0.0,0.013174901230801936,7.796653314711487e-05,7.126319980268638e-06,0.0,0.10832981544061515
2024-10-01 11:00:00,6.206874786585104e-06,0.6832102945720169,5.297350071487017e-06,0.5692970290690285,0.0,5.872907058801502e-05,8.927378803491592e-05,9.90060198091669e-06,0.0,0.0
2024-10-01 11:15:00,5.018065126470761e-06,0.5517279712211306,0.011014786757942208,0.4601390865312988,0.0,4.6764757458835625e-05,7.217507970584093e-05,8.004328625878295e-06,0.0,0.11366909904779088
2024-10-01 11:30:00,1.995509057680082e-06,0.39310045085959133,0.011048050652741776,0.3276060253352166,0.0,0.0,6.17185157227031e-05,4.9864079202436755e-06,0.0,0.08131459633733562
2024-10-01 11:45:00,2.451558884786209e-06,0.4781581715296307,0.00010855307211276349,0.3989888473752472,0.0,0.0,7.582354737678543e-05,6.1259920585143846e-06,0.0,0.0
2024-10-01 12:00:00,1.98214405792966e-06,0.3789225673603206,0.007243594398131234,0.3160000618035293,0.0,0.0,6.130515355626457e-05,5.8275355547291875e-06,0.0,0.07802704707050978
2024-10-01 12:15:00,2.0017706263388314e-06,0.3458719517347305,4.325443633576584e-06,0.28842095665683765,0.0,0.0,6.191217794750057e-05,5.736444007592904e-06,0.0,0.07048611661385817
2024-10-01 12:30:00,1.972549091783261e-06,0.28346916664165583,0.011254861198888794,0.23663959111650806,0.0,3.6325973570989337e-06,6.771360906527538e-05,6.555049452724076e-06,0.0,0.059050170984803585
2024-10-01 12:45:00,2.451558884786209e-06,0.21964611158591713,5.297350071487017e-06,0.18329807613426108,0.0,0.0,8.102212669264976e-05,4.138430995226372e-06,0.0,0.0
2024-10-01 13:00:00,2.451558884786209e-06,0.30659325267826265,5.297350071487017e-06,0.25517280184717595,0.0,4.514729880611412e-06,7.582354737678543e-05,7.017709322099108e-06,0.0,0.0
2024-10-01 13:15:00,2.0031070107455632e-06,0.228546538897077,4.32833130479528e-06,0.18998951661364222,0.0,3.7875237903560095e-06,6.195351058976596e-05,4.7836080799576694e-06,0.0,0.04651345359328862
2024-10-01 13:30:00,2.451558884786209e-06,0.21876601752162173,5.297350071487017e-06,0.18250114923069577,0.0,0.0,7.2624628955964e-05,5.138567303220043e-06,0.0,0.0
